song_title,artist,simplified_genre,clean_lyrics
30 For 30,SZA With Kendrick Lamar,Hip-Hop,the song is about setting boundaries demanding… read more i used to think about immature things you know like do you love me do you want me are you gon call me like you said you would is this really your real phone number some of yall gon get washed washed some of yall just gon pop shit some of yall just gon talk talk but none of yall aint really bout shit some of yall just look lost lost yeah i get this type of feeling you aint accustomed to i swear id be at peace if it werent for you yeah yeah only want your love if its solid but if its fuck me then fuck you huh and thats the way i like it thats the way i like it and thats the way i like it aint crackin a smile for none of these bitches thats the way i like it im wipin em down in front of they nigga thats the way i like it im thirty for thirty im thirty for thirty im thirty for thirty im thirty for thirty im chat should i fold that bitch no yoga mat chat should i dead that nigga dont hit me back chat shouldve ran down on you no questions asked chat chat they chattin they chat when the sun go down everything make me feel lonely yeah had a lil side thing but right now hes just the homie tryna feel good inside he never wanna hold me pipe me up you get me hype you my favorite coach come press the line fucking stress off thats my only vice i take it off when he tell me if im feelin fine i run it up risk it all like im rolling dice takin it all its my second life thats me thats me passed out in a maybach seat bach seat crashed out on a blacksand beach uh already know my body already know thats me bitch shit then you might get minked mink mink mink only want the love if its solid some of yall gon get washed washed some of yall just gon pop shit some of yall just gon talk talk but none of yall aint really bout shit some of yall just look lost lost yeah i get this type of feeling you aint accustomed to i swear id be at peace if it werent for you yeah yeah only want your love if its solid but if its fuck me then fuck you huh and thats the way i like it everything been otay otay they salute me so damn much every time i show up nigga aboutface everything no cut i fuck yall up im really gon trip bout bae mmmm blow the 87 guts why they waitin on us tell em i was on pch you fuckin with niggas thats thinkin they cuter than you oh say you on your cycle but he on his period too oh the tables been turnin so much i was thinkin its foosball the tenderness of em mistakin em for some wagyu oh walk talk like kenny like boss like solána i promise more buzz its a wasp its a crater or a spaceship shut the fuck up get lost no favors ill wager whatever you worth i ball somethin about a conservative regular girl that still can beat a bitch ass thorough as fuck dont need your bitch ass psychic as fuck can read your bitch ass zodiac sign it must be a gemini moon cause shit we about to go half mistakenly nobody been in they bag but how many bodies done been in her bed some of yall gon get washed washed some of yall just gon pop shit some of yall just gon talk talk but none of yall aint really bout shit some of yall just look lost lost yeah i get this type of feeling you aint accustomed to i swear id be at peace if it werent for you yeah yeah only want your love if its solid but if its fuck me then fuck you huh and thats the way i like it thats the way i like it thats the way i like it aint crackin a smile for none of these bitches thats the way i like it im wipin em down in front of they nigga thats the way i like it im thirty for thirty im thirty for thirty im thirty for thirty im thirty for thirty im chat should i fold that bitch no yoga mat chat should i dead that nigga no strings attached chat shouldve ran down on you no questions asked chat they chattin they chattin they chat chat do i let him bump his gums or get him whacked chat do i take his head off and wear it for fashion chat do i do my stuff and take it to the max chat they chattin they chattin they chat
Sports Car,Tate McRae,Pop,the… read more illegal illegal hey cute jeans take mine off me oh golly gee i cant take no more im goin weak in my knees whered you put those keys we can share one seat we can share one seat in the alley in the back in the center of this room with the windows rolled down boy dont make me choose in the alley in the back in the center of this room with the windows rolled down boy dont makе me choose i think you know what this is i think you wanna uh no you aint got no mrs​ oh but you got a sports car we can uhuh in it whilе you drive it real far yeah you know what this is yeah you know what this is pretty blue streetlights and my hazel eyes and if it feels right we could go again like three four times so my type got butterflies so good it hurts thinkin bout what we did before this verse on the corner of my bed oh and maybe on the beach you could do it on your own while youre lookin at me i think you know what this is i think you wanna uh do you no you aint got no mrs​ oh but you got a sports car we can uhuh in it we can uh while you drive it real far yeah you know what this is yeah you know what this is i think you know what this is oh i think you wanna uh you wanna no you aint got no mrs​ oh but you got a sports car we can uhuh in it uhuh uhuh mm while you drive it real far yeah you know what this is yeah you know what this is oh my guy you dont wanna waste my time my time lets go ride lets go lets go ride come on oh my guy you dont wanna waste my time you dont wanna waste my time lets go ride lets go ride i think you wanna wanna oh but you got a sports car oh while you drive it real far ah yeah you know what this is
Abracadabra,Lady Gaga,Pop,gaga played a short snippet of… read more abracadabra abracadabra abracadabra abracadabra pay the toll to the angels drawing circles in the clouds keep your mind on the distance when the devil turns around hold me in your heart tonight in the magic of the dark moonlight save me from this empty fight in the game of life like a poem said by a lady in red you hear the last few words of your life with a haunting dance now youre both in a trance its time to cast your spell on the night abracadabra amoroonana abracadabra mortaoogaga abracadabra abraoonana in her tongue she said death or love tonight abracadabra abracadabra abracadabra abracadabra feel the beat under your feet the floors on firе abracadabra abracadabra choose the road on the wеst side as the dust flies watch it burn dont waste time on a feeling use your passion no return hold me in your heart tonight in the magic of the dark moonlight save me from this empty fight in the game of life like a poem said by a lady in red you hear the last few words of your life with a haunting dance now youre both in a trance its time to cast your spell on the night abracadabra amoroonana abracadabra mortaoogaga abracadabra abraoonana in her tongue she said death or love tonight abracadabra abracadabra abracadabra abracadabra feel the beat under your feet the floors on fire abracadabra abracadabra phantom of the dance floor come to me sing for me a sinful melody ah ah ah ah ah ah abracadabra amoroonana abracadabra mortaoogaga abracadabra abraoonana in her tongue she said death or love tonight
Squabble Up,Kendrick Lamar,Hip-Hop,god knows i am reincarnated i was stargazin life goes on i need all my babies gyah gyah woke up lookin for the broccoli highkey keep a horn on me that kamasi ip ownership the blueprint is by me mr get off i get off and mop feet when i hear music it makes me dance you got the music now is your chance a yee nigga couldnt try me in the tristate buddy pass bet i get him splashed til he hydrated bounce out know he spook town eyes dilated i got the money and the power both gyratin i feel good get the fuck out my face look good but shе dont got no taste i walk in walked out with the safе mando let me know what the play what the fuck i got hits i got bucks i got new paper cuts i got friends i got foes but they all sitting ducks hit his turf and get crackin double back like a deluxe fifty deep but it aint deep enough fuck a plea there he go beat him up fallin from a money tree and it grow throughout the months spit a loogie at the camera speed off yeah its us i feel good get the fuck out my face look good but she dont got no taste i walk in walked out with the safe mando let me know what the play squabble up squabble up squabble up squabble up squabble up mm mm squabble up mm mm squabble up mm mm squabble up hol up hol up where you from where you from bye bitch bye bitch im finna go dumb finna go dumb sideways sideways bunk skunk bunk skunk fever fever im on one im on one thunk thunk thunk thunk thunk baby rockin it quid pro quo what you want cause im watchin it work on the floor let me know if you clockin it brodie wont go but i know that he poppin it it was wolf tickets on sale til i silenced it pipe down young these some whole other politics bitch with him and some bitch in him thats a lot of bitch dont hit him he got kids with him my apologies ghetto child it was blacky milds with the smirnoff yeehaw we outside whoadie bout to kill him off blaps on blaps its a fact this a brick of raw tell me why the fuck you niggas rap if its fictional tell me why the fuck you niggas fed if you criminal ayy dot can i get a drop im like nigga nah ace boon coon from the westside to senegal its a full moon let the wolves out i been a dog ah i feel good get the fuck out my face look good but she dont got no taste i walk in walked out with the safe mando let me know what the play squabble up squabble up squabble up squabble up squabble up mm mm squabble up mm mm squabble up mm mm squabble up
Stargazing,Myles Smith,Other,oohooh oohooh oohooh time stood still just like a photograph you made me feel like this would last forever lookin in your eyes i see my whole life oh oh they say you know it when you know it and i know oh oh promise that youll hold me close dont let me go hey take my heart dont break it love me to my bones all this time i wasted you were right there all along you and i stargazin intertwinin souls we were never strangers you were right there all along i losе my mind when im around you how i come alive whеn im without you i cant help but feel so lost i wanna give you all ive got oh oh they say you know it when you know it and i know oh oh promise that youll hold me close dont let me go hey take my heart dont break it love me to my bones all this time i wasted you were right there all along you and i stargazin intertwinin souls we were never strangers you were right there all along oohooh oohooh oohooh all along oohooh oohooh oohooh take my heart dont break it love me to my bones all this time i wasted you were right there all along
No One Noticed,The Marias,Pop,sonically it takes a somber tone as maría’s ever so docile and airy voice is… read more maybe i lost my mind no one noticed no one noticed its getting old id kinda like it if youd call me all alone cause im so over bein lonely may have lost it i need a virtual connection i have lost it be my video obsession no one tried to read my eyes no one but you wish it werent true maybe i id kinda like it if youd call me its not right cause im so over bein lonely make you mine i need a virtual connection take our time be my video obsеssion come on dont leave mе it cant be that easy babe if you believe me i guess ill get on a plane fly to your city excited to see your face hold me console me and then ill leave without a trace come on dont leave me it cant be that easy babe if you believe me i guess ill get on a plane fly to your city excited to see your face hold me console me then ill leave without a trace come on dont leave me it cant be that easy babe if you believe me i guess ill get on a plane fly to your city excited to see your face hold me console me and then ill leave without a trace maybe i come on dont leave me it cant be that easy babe its not right if you believe me i guess ill get on a plane make you mine fly to your city excited to see your face take our time hold me console me and then ill leave without a trace id kinda like it if youd call me its not right cause im so over bein lonely make you mine i need a virtual connection take our time be my video obsession
Bad Dreams,Teddy Swims,Pop,sun is going down time is running out no one else around but me steady losing light steady losing my mind moving shadows and grinding teeth ooh without you there aint no place for me to hide without you theres no way i can sleep tonight what id do for a little bit of peace and quiet without you i keep slipping into bad dreams bad dreams where theres no you and i no sound when i cry i love you and i need you to set me free from all of these bad dreams bad dreams waitin on the other side no sound when i cry i love you and i need you to set me free from all of these all of these ooh ooh ooh bad dreams ooh ooh ooh all of these baby please come around help me settle down hellish habits can cloud my head mm what you waiting for something physical i cant do this by myself without you there aint no place for me to hide without you theres no way i can sleep tonight what id do for a little bit of peace and quiet without you i keep slipping into bad dreams where theres no you and i you and i no sound when i cry i love you and i need you to set me free set me free from all of these all of these bad dreams waitin on the other side no sound when i cry i love you and i need you to set me free set me free from all of these all of these ooh ooh ooh bad dreams bad dreams baby please ooh ooh ooh all of these baby please all of these
I Never Lie,Zach Top,Country,well its been some time you still look like an angel i heard youre doin fine got promoted back in april and you met someone your dad says hes okay well ive never been better things are going my way i sleep like a baby i never show up late for work i dont drink whiskey i dont know how it feels to hurt oh and i aint been lonely since you said goodbye i wish i could say i miss you but you know i never lie yeah i met somebody too shes a model out in la and shes begging me to move shes says malibu is really great aint decided if im going or not but at the end of the day i sleep like a baby i never show up late for work i dont drink whiskey i dont know how it feels to hurt oh and i aint been lonely since you said goodbye wish i could say i miss you but you know i never lie yeah ive never been better things are going my way i sleep like a baby i never show up late for work oh and i dont drink whiskey i dont know how it feels to hurt oh and i aint been lonely since you said goodbye wish i could say i miss you oh but you know i never lie
Timeless,The Weeknd & Playboi Carti,R&B,sun is shining its over its tomorrow bathe yourself in the light in your love xo ooh yeah ooh yeah no ever since i was a jit knew i was the shit ooh yeah shawty keep wanna come round she wanna get hit wanna get hit so hard she think she the main because i keep her by my side doubleo bust down the watch she know that im timeless timeless i put my son in some rick i pull that gun off the hip pockets hold twentytwo clips ah i break her heart comme garçon put on a shirt get put on a blimp bitch like a stain get ready to lick i had to tеll her that ever sincе i was a jit knew i was the shit oh she singin my songs she wanna die lit tryna get hit house like a bank deposit this bitch posit that check smile on my face aint fearing shit come and get checked uh ice on my neck doubleo wrist she in the scat hell of a cat fresh out the trench four hundred packs uh yeah im spinnin in paris uh dress for these hoes they finna flock just poured a four in a soda it pop them drugs finna hit im feelin ill im wrestlin all of my demons i feel like the rock shit uh yeah ever since i was a kid i been legit jit ooh nah if i was you i would cut up my wrist dumb bit xo tatted all over her body yeah yeah she just wanna roll and i dont mind it yeah ever since i was a jit i been legit ooh nah uh you should let her go she wanna be it oh yeah doubleo tatted on her body yeah it dont matter what they say im timeless yeah schyeah oh city on fire when im comin home fill up the sky yeah i fill up the dome theyll play it one day yeah its a hell of a show but its gonna hurt cause we did it first feel like skateboard p bbc boys on the creep feel like its 03 neptune drum with a beam yeah she hippieflippin a bean she wanna fuck with the team she fell in love with the cream yeah she fell in love with the scene ooh yeah her man quiet not a peep oh nah broke his heart ptsd oh nah hold his chest let it breathe let it breathe niggas scheme and i got a priest he got a cross get out of line send him to god i shed a tear pray for a loss ooh yeah yeah ever since i was a kid i been legit homixide homixide homixide oh oh if i was you i would cut up my wrist ah xo tatted all over her body yeah body yeah she just wanna roll and i dont mind it yeah ever since i was a jit i been legit yeah ooh nah you should let her go she wanna be it oh nah doubleo tatted on her body yeah body yeah it dont matter what they say im timeless timeless oh timeless timeless timeless timeless timeless we timeless oh timeless timeless timeless yeah timeless timeless yeah timeless timeless we timeless oh oh blatt oh yuh lit
Taste,Sabrina Carpenter,Pop,oh i leave quite an impression five feet to be exact youre wonderin why half his clothes went missin my bodys where theyre at now im gone but youre still layin next to me one degree of separation i heard youre back together and if thats true youll just have to taste me when hes kissin you if you want forever and i bet you do just know youll taste me too uhhuh he pins you down on the carpet makes paintings with his tongue lalalalalalala hеs funny now all his jokes hit different guеss who he learned that from now im gone but youre still layin next to me one degree of separation i heard youre back together and if thats true youll just have to taste me when hes kissin you if you want forever and i bet you do i bet you do just know youll taste me too lalalalalalala every time you close your eyes and feel his lips youre feelin mine and every time you breathe his air just know i was already there you can have him if you like ive been there done that once or twice and singin bout it dont mean i care yeah i know ive been known to share well i heard youre back together and if thats true youll just have to taste me when hes kissin you if you want forever and i bet you do i bet you do just know youll taste me too taste me too ow lalalalalalala youll just have to taste me when hes kissin you you no yeah ahah lalalalalalala youll just have to taste me when hes kissin you
Sorry I'm Here For Someone Else,Benson Boone,Pop,im sorry im here for someone else but its good to see your face and i really hope youre doin well i hope youre doin well here we go one two one two three she was runnin late for dinner south side of town left the phone a little bitter but its cool for now far from perfect for each other but were workin it out i suppose i suppose now im waiting at the diner looking traumatized cause you walk up to the table with an order of fries and i know ya yes i know ya used to love you used to love you and i said im sorry im here for someone else its good to see your face and i really hope youre doin well i hope youre doin well im sorry im here for someone else i wish that i could stay and talk at the bar all by ourselves but im here for someone else come on what happened next benny yeah come on when she finally walks into the restaurant hate to say it but i knew it i was already gone oh benny dont do it youre breakin her heart benny dont do it benny dont do it but i need to go i need to i need to i need to its not personal when i say im sorry im here for someone else its good to see your face and i really hope youre doin well i hope youre doin well im sorry im here for someone else i know you wish that i could stay and talk at the bar all by ourselves but im here for someone else im still in love with you im goin outta my mind hey hey hey i couldnt take it anymore i was already runnin for the kitchen doors you were always the one i shoulda waited for i cant lose you again not again not again not again
Blue Strips,Jessie Murph,Alternative,boy i aint mad boy i aint mad boy i aint mad at you i had to get back at you i had to get back at you i just bought a mansion in malibu you know how i get with an attitude yeah you got me throwing blue strips bare tits in the strip club throwing ones at your bitch and i know you know whats going on im going home lma take it off for him ima strip down all your wrongs yeah boy i aint mad boy i aint mad boy i aint mad at you i had to get back at you i had to get back at you yeah got a new man got a new damn mansion in malibu i had to get back at you i had to get back at you smoking cigarettes on balconies i aint jumping but ill die to settle scores all your bidness getting back to me you dont know it but its bout to be a war yeah blue strips bare tits in a strip club throwing ones at your bitch and i know you know whats going on im going home lma take it off for him ima strip down all your wrongs yeah boy i aint mad boy i aint mad boy i aint mad at you i had to get back at you i had to get back at you yeah got a new man got a new damn mansion in malibu i had to get back at you i had to get back at you had to get back at you i just bought a mansion in malibu boy i aint mad boy i aint mad boy i aint mad at you i had to get back at you i had to get back at you yeah got a new man got a new damn mansion in malibu i had to get back at you i had to get back at you boy i aint mad boy i aint mad boy i aint mad at you i had to get back at you i had to get back at you yeah got a new man got a new damn mansion in malibu i had to get back at you i had to get back at you
Worst Way,Riley Green,Country,tonight i aint bringin no wine tonight i aint bringin no roses talkin would take too much time i think i just better show you just turn the lights down lets get right down to it soon as i walk in the door i dont wanna be out of line but girl i cant wait anymore i want you in the worst way my hands are needin your hips want the first taste of whiskey to be off your lips so close all the blinds lock all the doors put away anything thatll break baby i need you tonight lets see how much love we can make i want you in the worst way baby that dont mean that i dont love to go wine and dine you that aint on the menu tonight cause i think i need to remind you that your skin on my skin feels just like heaven to me you look like an angel tonight but you might wanna slip off those wings i want you in the worst way my hands are needin your hips want the first taste of whiskey right off of your lips so close all the blinds lock all the doors put away anything thatll break baby i need you tonight lets see how much love we can make i want you in the worst way i want you in the worst way i want you in the worst way my hands are needin your hips want the first taste to be whiskey right off of your lips so close all the blinds lock all the doors put away anything thatll break baby i need you tonight lets see how much love we can make i want you in the worst way i want you in the worst way the worst way
Good News,Shaboozey,Country,man what a hell of a year its been keep on bluffin but i just cant win drowned my sorrows but they learned to swim man what a hell of a year its been head in a bottle but my heart in a case its gettin harder to act my age play a sad song on a tiny violin for the man at the bar confessin his sins i need some good news sittin here sippin on cold truth nobody knows what im goin through bet the devil wouldnt walk in my shoes wish someone told me livin this life would be lonely tryna get away from the old me still stuck singin these blues all i really need is a little good news love keeps knockin but i just aint home aint pickin no flowers from the seeds that ive sown they say it gets darker when youre coverin them doors still lookin for the right at the end of my wrongs at the end of my wrongs i need some good news sittin here sippin on cold truth nobody knows what im goin through bet the devil wouldnt walk in my shoes wish someone told me livin this life would be lonely tryna get away from the old me still stuck singin these blues all i really need is a little good news is a little good news ooh oh oh i need some good news sittin here sippin on cold truth nobody knows what im goin through bet the devil wouldnt walk in my shoes wish someone told me livin this life would be lonely tryna get away from the old me still stuck singin these blues all i really need is a little good news all i really need is a little— somethin bring me back to the middle all i really need is a little good news
Sailor Song,Gigi Perez,Alternative,i saw her in the rightest way looking like anne hathaway laughing while she hit her pen and coughed and coughed and then she came up to my knees begging baby would you please do the things you said youd do to me to me oh wont you kiss me on the mouth and love me like a sailor and when you get a taste can you tell me whats my flavor i dont believe in god but i believe that youre my savior my mom says that shes worried but im covered in his favor and when were getting dirty i forget all that is wrong i sleep so i can see you cause i hate to wait so long i sleep so i can see you and i hate to wait so long she took my fingers to her mouth the kind of thing that makes you proud that nothing else had ever worked out worked out and maybe i tried other things but nothing can capture the sting of the venom shes gonna spit out right now oh wont you kiss me on the mouth and love me like a sailor and when you get a taste can you tell me whats my flavor i dont believe in god but i believe that youre my savior i know that youve been worried but youre dripping in my favor and when were getting dirty i forget all that is wrong i sleep so i can see you cause i hate to wait so long i sleep so i can see you and i hate to wait so long and we can run away to the walls inside your house i can be the cat baby you can be the mouse and we can laugh off things that we know nothing about we can go forever or until you wanna sit it out
Weren't For The Wind,Ella Langley,Country,i wouldnt paint me as a heartbreaker but ive said a few goodbyes id make a promise but i know later im bound to change my mind depending on the weather im goin hell baby nobody knows when yeah if it was a different time mightve been different in a different life maybe that plane wouldnt ever take off maybe that dust wouldnt fly off the drive maybe that tumbleweed and me wouldnt leave every other sunrise maybe id settle down dig in some roots find me a farmhouse find me you maybe i wouldnt be already gone again if it werent for the wind i wouldnt stay wonderin whats out there i wouldnt saddle up on a breeze i wouldnt disappear out of thin air i could put down these wings maybe that plane wouldnt ever take off maybe that dust wouldnt fly off the drive maybe that tumbleweed and me wouldnt leave every other sunrise maybe id settle down dig in some roots find me a farmhouse find me you maybe i wouldnt be already gone again if it werent for the wind blowin carryin me to the wide open white lines rollin and the tires smokin it wouldnt be the rearview im lookin in if it werent for the wind if it werent for the wind maybe that plane wouldnt ever take off maybe that dust wouldnt fly off the drive maybe that tumbleweed and me wouldnt leave every other sunrise maybe id settle down dig in some roots find me a farmhouse find me you maybe i wouldnt be already gone again if it werent for the wind blowin carryin me to the wide open white lines rollin and the tires smokin it wouldnt be the rearview lookin in if it werent for the wind if it werent for the wind
Hard Fought Hallelujah,Brandon Lake X Jelly Roll,Unknown,yeah i dont always feel it but thats when i need it the most so ima keep on singing til my soul catches up with my song theres times when my hands go up freely and times that it costs theres days when a praise comes out easy and days when it takes all the strength ive got ill bring my hardfought heartfelt beenthroughhell hallelujah ill bring my stormtossed tornsail story to tell hallelujah god youve been patient god youve been gracious faithful whatever im feeling or facing so ill bring my hardfought heartfelt it is well hallelujah woahohohoh hallelujah hallelujah ive wrestled with the darkness but im trying to reach for the light yeah the struggle keeps me honest and it breaks down the walls of my pride cause faith isnt proven like gold til its been through the fire yeah yeah my head heart and hands are feeling heavy and thats when i lift them just a little higher ill bring my hardfought heartfelt beenthroughhell hallelujah ill bring my stormtossed torn sail storytotell hallelujah woahohohohoh god youve been patient god youve been gracious faithful whatever im feeling or facing ill bring my hardfought heartfelt itiswell hallelujah woahohohohoh hallelujah hallelujah mmmm yeah ohohohohohwoah woahohohoh woahohohwoah ohohohwoah ohohohoh woahohohohoh woahohohohoh woahohohohoh woahohohohoh woahohohohoh ill bring my hardfought heartfelt beenthroughhell hallelujah ill bring my stormtossed torn sail storytotell hallelujah ohohohohwoah god youve been patient god youve been gracious faithful whatever im feeling or facing so ill bring my hardfought heartfelt itiswell hallelujah oh hallelujah mmmm yeah hallelujah ohohoh ohohoh hallelujah hallelujah halle— halle— hallelujah
I'm A Little Crazy,Morgan Wallen,Country,my granddaddy ran shine in east tennesse i guess thats where i got my need for speed i sell it illegal to people numbin their pain im a little crazy but the worlds insane i keep a loaded 44 sittin by the bed for the jeepers and the creepers who aint right in the head hope i never have to use it but you never know these days im a little crazy but the worlds insane oh once you get to know me im a coyote in a field of wolves oh im a redletter rebel but some become the devil when the moon is full yeah the only thing keeping these tracks on the train knowin im a little crazy but the worlds insane im the house on the hill where the lightnin strikes kids ride by scared on their santa clause bikes oh then one goes missin walkin right down main yeah im a little crazy but the worlds insane oh once you get to know me im a coyote in a field of wolves oh im a redletter rebel but some become the devil when the moon is full yeah the only thing keeping these tracks on the train knowin im a little crazy but the worlds insane im screamin at a tv that aint got ears on antidepressants and lukewarm beers and i do it every night but the news dont change guess im a little crazy but the worlds insane oh im a little crazy but the worlds insane
Azizam,Ed Sheeran,Pop,azizam meet me on the floor tonight show me how to move like the water in between the dancing lights be mine be mine azizam i wanna be nowhere but here with you now i wanna be one in this space i wanna be tangled and wrapped in your cloud i wanna be close to your face well tomorrow can wait losing time in this place till the sun is awake be like a magnet on me i dont care what they say we can do it our way and if loves just a game then comе and play azizam meet me on the floor tonight show me how to movе like the water in between the dancing lights be mine be mine azizam azizam azizam i wanna get lost in your ocean and drown i wanna be careless and free i wanna live here in the moment we found i wanna be all that you see well tomorrow can wait losing time in this place till the sun is awake be like a magnet on me i dont care what they say we can do it our way and if loves just a game then come and play azizam meet me on the floor tonight show me how to move like the water in between the dancing lights be mine be mine azizam meet me on the floor tonight show me how to move like the water in between the dancing lights be mine be mine azizam azizam azizam
Wildflower,Billie Eilish,Alternative,things fall apart and time breaks your heart i wasnt there but i know she was your girl you showed her the world but fell out of love and you both let go she was cryin’ on my shoulder all i could do was hold her only made us closer until july now i know that you love me you dont need to remind me i should put it all behind me shouldnt i but i see her in the back of my mind all the time like a fever like i’m burning alive like a sign did i cross the line mm hmm well good things dont last good things dont last and life moves so fast life moves so fast id never ask who was better id never ask who was better cause she couldnt be couldnt more different from me different happy and free in leather happy and i know that you love me you love me you don’t need to remind me remind me wanna put it all behind me but baby i see her in the back of my mind back of my mind all the time all the time feels like a fever like a fever like i’m burning alive burning alive like a sign did i cross the line you say no one knows you so well oh but every time you touch me i just wonder how she felt valentines day cryin’ in the hotel i know you didnt mean to hurt me so i kept it to myself and i wonder do you see her in the back of your mind in my eyes you say no one knows you so well but every time you touch me i just wonder how she felt valentines day cryin in the hotel i know you didn’t mean to hurt me so i kept it to myself
Cry For Me,The Weeknd,R&B,ooh yeah ooh yeah i can feel it girl pick up your phone i cant believe it i can feel my spirit slowly leaving i cant see myself and im not breathing ah im not breathing im not breathing slowly bleeding bleeding i wish that i told you all my feelings feelings i hope that i live life for a reason reason but at least youll play this song when im gone and i hope you cry for me like i cry for you every night for you take it easy on me baby cause i tried with you saw my life with you end of time with you now were strangers and i hope that you still cry for me like i cry for you every night for you ive been living with this lie now i cant hide the truth i cant hide the truth girl ill cry for you girl ill cry for you ooh yeah i cant see clear i wash my fears with whisky tears i disappear dont interfere the end is near the crowdll scream i block my ears to stop the cheers cause the stage took a toll been faded on the floor in this penthouse prison im alone and i hope you cry for me like i cry for you every night for you take it easy on me baby cause i tried with you saw my life with you end of time with you now were strangers and i hope that you still cry for me like i cry for you every night for you ive been living with this lie now i cant hide the truth i cant hide the truth hide the truth girl ill cry for you girl ill cry for you ooh yeah every time i hit the road it takes a little piece of me kills me slowly slowly when i needed you the most you always gave me sympathy now youre over me over me now youre better on your own it aint a fucking mystery youve been showing me now ive been burning up my home baby ive been burning up my home and i hope you cry for me like i cry for you every night for you take it easy on me baby cause i tried with you saw my life with you end of time with you now were strangers and i hope that you still cry for me like i cry for you every night for you ive been living with this lie now i cant hide the truth i cant hide the truth girl ill cry for you girl ill cry for you ooh yeah
Dark Thoughts,Lil Tecca,Hip-Hop,the track is thought to be recorded shortly after his 2023 album tec… read more hah hah huh huh huh yeah yeah huh yeah huh oh yeah woah know my bitch so bad you spend your cash on a bitch you never had yeah mama told me boy dont last so i aint gon slide if that shit aint bout a bag yeah and my life changed so fast that i dont even recognize myself from last year said she never needed no man but when she with you said she need somebody else and i aint tryna add no pressure for you i know that they all doin extra she got dark thoughts let me hear some yeah baby ill be messed up for you said she wanted me to explore her now baby let me get a lil tour yeah and she got dark thoughts let me hear some now baby ill be messed up for you i get dark thoughts too but i keep em shawty got a friend group of hoes so i treesh em oh yeah all this shit i keep it on the low but i peep em nowadays im stuck up in that mode dont need a reup reup bitch im really him told a nigga keep up for real always got that cutter on me let a nigga creep up yeah for real oh they need a squad they need to team up yeah bitch i feel like scotty got my beam up beam know my bitch so bad you spend your cash on a bitch you never had yeah mama told me boy dont last so i aint gon slide if that shit aint bout a bag yeah and my life changed so fast that i dont even recognize myself from last year said she never needed no man but when she with you said she need somebody else and i aint tryna add no pressure for you i know that they all doin extra she got dark thoughts let me hear some yeah baby ill be messed up for you said she wanted me to explore her now baby let me get a lil tour yeah and she got dark thoughts let me hear some now baby ill be messed up for you know my bitch so bad you spend your cash on a bitch you never had yeah mama told me boy dont last so i aint gon slide if that shit aint bout a bag yeah and my life changed so fast that i dont even recognize myself from last year said she never needed no man but when she with you said she need somebody else
Residuals,Chris Brown,R&B,dont know when my nights became so complicated can’t recall my mornings ever bein this faded maybe this is karma definition of jaded oh this stays on my mind this stays on my mind tryna put a muzzle on my crazy feelings one minute im cool and then the next i’m trippin no with somebody new i swear she dont deserve this wasted on my mind shes still on my mind did we build it up build it up just to let it wash away tell me did i lace you up lace you up just to watch you run away please tell me who whos gettin all my love love whos gettin all my love tell me who who’s gettin’ all my time all of that used to be mine oh who did you teach what i taught ya oh better not give him my nickname i dont like thinkin’ about it i swear that its wearin me down no but tell me who whos gettin’ all of my whos gettin all of my residuals who whos gettin all of my whos gettin all of my residuals who whos gettin all of my whos gettin all of my residuals made it clear you didnt wanna see the sequel i was lyin when i said the feelings mutual oh it took some time to realize that were different people and love is blind i see love is blind did we build it up build it up just to let it wash away and tell me did i lace you up lace you up just to watch you run away please tell me who whos gettin all my love whos gettin love whos gettin all my love my love and tell me who whos gettin all my time my time no all of that used to be mine oh believe it who did you teach what i taught ya oh better not give him my nickname i dont like thinkin about it i swear that its wearin me down no but tell me who so tell me who yeah whos gettin all of my my whos gettin all of my oh residuals who who
